Loss
7.0844e+00
6.9730e+00
7.2939e+00
6.9988e+00
6.8777e+00
6.9136e+00
6.8771e+00
6.9675e+00
6.8886e+00
6.9255e+00
7.0203e+00
7.0007e+00
6.8572e+00
6.7425e+00
6.5988e+00
6.6114e+00
6.6418e+00
6.5247e+00
6.4869e+00
6.4816e+00
6.4514e+00
6.3960e+00
7.0306e+00
7.0688e+00
6.8005e+00
6.4605e+00
6.4548e+00
6.4047e+00
6.4052e+00
6.4600e+00
6.4028e+00
6.2999e+00
6.3701e+00
6.5085e+00
6.5153e+00
6.4006e+00
6.1992e+00
6.1749e+00
6.2867e+00
6.4501e+00
6.5381e+00
6.5949e+00
6.6211e+00
6.5725e+00
6.5604e+00
6.6919e+00
6.6961e+00
6.6456e+00
6.5367e+00
6.7649e+00
6.9287e+00
6.9899e+00
7.0926e+00
7.1502e+00
7.2309e+00
7.2403e+00
7.2364e+00
7.2814e+00
7.2894e+00
7.2977e+00
7.2975e+00
7.2959e+00
7.3070e+00
7.3204e+00
7.3417e+00
7.3379e+00
7.3431e+00
7.3378e+00
7.3343e+00
7.3418e+00
7.3296e+00
7.3148e+00
7.3215e+00
7.2994e+00
7.2863e+00
7.2969e+00
7.2943e+00
7.3140e+00
7.3280e+00
7.3063e+00
7.3078e+00
7.3357e+00
7.3327e+00
7.3600e+00
7.3641e+00
7.3544e+00
7.3628e+00
7.3671e+00
7.3656e+00
7.3665e+00
7.3491e+00
7.3323e+00
7.3244e+00
7.3329e+00
7.3348e+00
7.3361e+00
7.3247e+00
7.3393e+00
7.3286e+00
7.3398e+00
7.3471e+00
7.3520e+00
7.3535e+00
7.3557e+00
7.3592e+00
7.3524e+00
7.3693e+00
7.3705e+00
7.3473e+00
7.3608e+00
7.3668e+00
7.3754e+00
7.3776e+00
7.3601e+00
7.3625e+00
7.3815e+00
7.3837e+00
7.3741e+00
7.3773e+00
7.3939e+00
7.3782e+00
7.3767e+00
7.3584e+00
7.3757e+00
7.3379e+00
7.3406e+00
7.3544e+00
7.3703e+00
